age,job,marital,education,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,purchase
29,blue-collar,married,secondary,6911,no,yes,cellular,11,sep,3464,48,4,failure,no
62,entrepreneur,married,secondary,24035,no,no,telephone,5,may,1057,42,2,nonexistent,yes
34,retired,divorced,unknown,22993,yes,yes,cellular,21,nov,3623,11,0,failure,no
52,services,single,secondary,23680,no,no,cellular,8,sep,49,37,2,nonexistent,yes
83,blue-collar,single,unknown,47696,no,yes,cellular,11,nov,3162,10,8,success,no
92,technician,single,unknown,4960,yes,no,cellular,21,apr,1952,48,3,nonexistent,no
58,entrepreneur,single,primary,5544,yes,yes,telephone,20,mar,2707,36,4,success,no
84,entrepreneur,married,primary,4302,yes,yes,telephone,10,jul,3882,33,5,success,yes
46,services,married,secondary,20289,no,no,telephone,9,apr,1617,24,8,failure,yes
35,entrepreneur,married,unknown,29346,no,yes,telephone,2,may,2830,15,4,failure,no
37,student,divorced,secondary,42248,yes,yes,cellular,17,mar,1515,29,6,success,yes
31,retired,single,primary,40653,no,no,telephone,4,jun,2300,39,8,success,no
51,retired,married,primary,23644,yes,yes,telephone,26,apr,2724,27,0,nonexistent,no
66,blue-collar,single,primary,26279,no,no,cellular,12,jan,1351,20,1,success,no
71,unemployed,married,primary,27910,yes,yes,cellular,19,feb,1768,36,4,nonexistent,no
48,services,divorced,primary,46638,yes,yes,telephone,25,aug,1954,14,4,failure,no
75,retired,married,secondary,46381,yes,no,cellular,19,apr,1483,37,8,success,no
59,admin.,divorced,secondary,32341,yes,no,cellular,19,dec,1565,49,6,failure,no
75,housemaid,single,primary,21903,yes,yes,cellular,26,oct,128,36,9,nonexistent,no
47,retired,married,secondary,33421,yes,no,cellular,29,feb,2689,37,8,nonexistent,yes
42,management,married,primary,-1460,no,yes,cellular,7,dec,3892,24,6,success,no
80,admin.,married,primary,32979,no,yes,cellular,13,apr,1612,49,5,success,no
36,unemployed,single,primary,40518,yes,no,cellular,28,jul,1731,43,5,success,no
89,admin.,divorced,secondary,39090,no,no,cellular,2,nov,2563,36,0,nonexistent,yes
25,entrepreneur,divorced,secondary,41703,no,no,telephone,27,feb,434,29,6,failure,no
20,housemaid,married,unknown,19927,no,no,telephone,8,jun,2289,15,3,success,no
84,technician,single,secondary,1820,no,yes,cellular,6,jan,585,39,9,failure,no
34,housemaid,divorced,secondary,16615,yes,yes,telephone,28,dec,879,5,2,success,no
31,retired,divorced,tertiary,23401,no,no,cellular,11,mar,1335,46,0,failure,no
26,blue-collar,divorced,primary,49870,no,yes,cellular,28,sep,2501,33,6,nonexistent,no
79,student,divorced,primary,29701,no,no,telephone,30,may,2801,39,9,success,yes
38,unemployed,divorced,secondary,5690,yes,yes,telephone,9,nov,2968,45,8,nonexistent,no
93,blue-collar,married,secondary,31790,yes,no,cellular,8,aug,1572,45,0,nonexistent,no
54,retired,married,unknown,36122,no,yes,cellular,20,jan,1219,1,1,failure,no
28,blue-collar,married,tertiary,2226,no,yes,cellular,24,apr,161,47,9,failure,no
37,management,divorced,primary,23272,no,no,cellular,20,mar,1964,34,3,nonexistent,yes
52,admin.,divorced,primary,39997,no,yes,telephone,27,oct,3616,40,8,success,yes
70,student,divorced,secondary,-1187,no,no,telephone,15,sep,2577,8,9,failure,no
64,retired,married,secondary,39618,yes,no,telephone,21,jul,3973,24,7,nonexistent,yes
92,entrepreneur,divorced,tertiary,25003,yes,yes,telephone,27,dec,1247,46,0,nonexistent,no
69,unemployed,married,primary,15467,no,yes,cellular,26,mar,3737,23,3,nonexistent,no
25,entrepreneur,divorced,tertiary,33742,no,yes,telephone,11,jan,1520,36,8,success,no
21,admin.,married,primary,30035,no,no,telephone,15,may,1990,13,1,failure,no
44,student,single,secondary,21065,yes,yes,telephone,23,oct,1910,37,1,failure,no
61,admin.,divorced,tertiary,624,yes,yes,cellular,22,mar,3069,46,5,nonexistent,no
57,services,divorced,unknown,3505,no,no,cellular,5,nov,3779,18,5,success,no
64,entrepreneur,married,secondary,11381,yes,yes,cellular,16,feb,2470,10,5,nonexistent,yes
61,admin.,divorced,unknown,5549,no,yes,cellular,2,mar,3848,4,9,failure,no
65,admin.,married,unknown,33500,yes,yes,cellular,30,may,1352,7,0,success,no
69,blue-collar,married,unknown,49149,yes,yes,telephone,15,may,1699,36,8,nonexistent,yes
85,retired,single,primary,8203,yes,yes,telephone,5,oct,914,22,1,failure,no
28,blue-collar,single,unknown,9928,yes,yes,telephone,15,aug,3484,43,6,failure,no
94,services,divorced,primary,28759,yes,no,telephone,26,apr,1872,43,0,failure,no
90,housemaid,divorced,tertiary,11457,yes,yes,cellular,23,feb,633,12,0,success,no
21,housemaid,married,secondary,35111,no,yes,cellular,11,aug,3874,24,8,success,no
93,blue-collar,married,primary,22587,no,yes,cellular,29,aug,545,47,6,failure,no
90,technician,married,primary,34375,no,no,cellular,6,oct,3120,37,4,failure,yes
94,entrepreneur,married,tertiary,23312,no,no,telephone,6,aug,696,8,9,success,no
65,blue-collar,divorced,tertiary,-1491,no,yes,cellular,5,dec,3782,20,2,nonexistent,no
43,management,single,secondary,40228,no,no,telephone,30,nov,2670,43,7,nonexistent,no
94,management,divorced,tertiary,4094,no,no,cellular,30,jan,747,18,0,nonexistent,no
56,unemployed,divorced,primary,10458,no,no,telephone,25,dec,1190,25,7,failure,yes
75,services,divorced,secondary,36513,no,yes,cellular,1,sep,2923,23,3,failure,yes
36,services,single,secondary,19200,yes,no,telephone,20,apr,797,38,1,success,no
94,blue-collar,divorced,secondary,33810,no,yes,telephone,7,apr,782,18,6,failure,no
94,student,single,unknown,2910,no,no,telephone,16,aug,245,46,3,nonexistent,no
75,admin.,married,unknown,4572,yes,no,cellular,17,dec,2477,11,3,failure,no
45,retired,divorced,primary,48210,no,no,cellular,29,aug,487,39,5,nonexistent,no
83,admin.,married,unknown,35068,no,yes,cellular,28,jun,3460,14,1,success,yes
27,admin.,married,tertiary,7081,yes,yes,telephone,27,apr,3783,48,4,success,no
94,services,married,secondary,19887,yes,no,telephone,15,mar,699,22,8,success,no
75,services,divorced,primary,17336,yes,no,telephone,20,may,3869,45,2,success,no
90,management,married,tertiary,25913,no,yes,telephone,22,aug,2708,38,3,success,yes
31,services,divorced,secondary,20080,no,no,cellular,10,jul,2182,15,2,failure,no
32,blue-collar,married,tertiary,38378,no,yes,telephone,8,nov,1502,5,6,nonexistent,yes
50,management,divorced,unknown,42641,no,yes,cellular,23,aug,1181,49,2,nonexistent,no
34,entrepreneur,divorced,tertiary,49896,no,no,telephone,28,dec,783,5,6,nonexistent,no
41,admin.,divorced,unknown,24084,no,no,cellular,9,nov,1718,42,4,failure,no
47,entrepreneur,married,tertiary,29704,no,yes,telephone,23,jan,2339,19,2,nonexistent,no
79,admin.,divorced,primary,1033,no,no,telephone,19,nov,160,34,0,nonexistent,no
30,admin.,married,unknown,20418,no,no,cellular,10,apr,1422,16,4,failure,no
79,unemployed,single,unknown,40727,no,no,cellular,20,sep,930,21,8,nonexistent,no
64,admin.,married,secondary,7324,yes,yes,telephone,3,jun,1510,45,9,failure,no
33,student,married,unknown,30232,no,yes,telephone,25,dec,13,32,3,nonexistent,no
83,entrepreneur,divorced,secondary,-799,yes,yes,telephone,11,oct,1892,19,8,success,yes
60,admin.,married,unknown,14632,no,yes,cellular,11,aug,3987,24,9,success,no
25,technician,single,unknown,6003,yes,yes,cellular,8,aug,3243,35,2,failure,no
20,technician,divorced,unknown,24471,no,yes,cellular,10,may,1636,18,7,failure,no
29,technician,married,unknown,22805,no,yes,cellular,29,nov,1475,14,4,failure,no
33,blue-collar,married,secondary,675,yes,yes,cellular,9,aug,2833,22,5,failure,no
76,management,divorced,primary,7476,yes,yes,telephone,10,apr,135,39,3,success,no
66,entrepreneur,divorced,tertiary,17259,yes,yes,telephone,10,jun,125,30,5,success,no
80,admin.,married,unknown,6512,yes,no,cellular,18,jul,1900,12,2,success,no
79,housemaid,married,unknown,38062,yes,yes,telephone,5,jun,2597,49,6,failure,no
66,management,divorced,primary,47179,yes,yes,cellular,5,jun,3218,12,3,success,no
68,housemaid,divorced,secondary,41858,no,no,cellular,7,aug,3069,30,4,success,no
50,retired,single,tertiary,-1491,no,yes,cellular,20,may,2731,3,5,failure,no
47,student,single,primary,12563,yes,yes,cellular,20,aug,2244,40,4,failure,yes
76,retired,single,primary,15024,no,no,cellular,8,sep,3559,32,1,nonexistent,no
93,services,divorced,primary,17634,no,yes,telephone,17,dec,3482,27,3,success,no
32,management,divorced,primary,1747,yes,no,telephone,6,apr,1413,28,7,failure,no
40,housemaid,divorced,unknown,49871,no,yes,telephone,25,mar,42,18,7,success,no
62,unemployed,married,tertiary,18287,no,yes,telephone,13,may,1857,25,6,success,no
79,admin.,divorced,unknown,23887,yes,no,cellular,13,oct,2886,15,9,success,no
88,blue-collar,married,primary,34104,yes,yes,telephone,13,oct,998,45,1,success,no
32,entrepreneur,divorced,tertiary,15802,no,no,telephone,16,dec,1914,48,3,failure,no
63,admin.,divorced,primary,5599,no,yes,cellular,2,may,2862,27,8,nonexistent,yes
81,entrepreneur,married,secondary,7650,yes,no,telephone,5,jul,2070,15,5,success,no
63,unemployed,divorced,primary,17843,yes,no,telephone,10,mar,1958,30,7,nonexistent,no
73,admin.,divorced,primary,28232,no,yes,telephone,10,nov,3377,11,8,success,yes
61,student,divorced,secondary,38080,no,yes,telephone,25,oct,3335,45,4,nonexistent,no
92,services,single,unknown,38110,yes,yes,cellular,11,sep,368,14,4,failure,no
46,technician,divorced,tertiary,41527,yes,no,cellular,28,jun,832,45,8,success,no
79,unemployed,married,primary,40297,no,no,telephone,20,oct,2071,28,5,success,yes
69,services,married,primary,26268,yes,yes,cellular,25,sep,3345,8,6,nonexistent,no
71,admin.,married,secondary,27185,yes,no,telephone,24,jan,169,11,7,failure,no
74,housemaid,divorced,tertiary,-1654,no,no,telephone,9,feb,916,14,7,success,no
83,services,married,secondary,47268,yes,no,telephone,13,oct,2796,47,2,nonexistent,yes
39,blue-collar,single,primary,41418,yes,no,cellular,13,feb,3406,22,4,failure,no
37,services,married,unknown,7612,yes,no,cellular,29,nov,1723,25,0,failure,no
50,retired,divorced,unknown,40814,yes,yes,telephone,2,aug,1710,10,2,nonexistent,no
89,student,single,tertiary,17466,yes,yes,cellular,26,apr,3126,36,1,failure,yes
42,unemployed,married,primary,44477,yes,no,cellular,5,jul,2510,39,9,success,no
63,technician,single,secondary,-369,no,yes,cellular,26,apr,2891,24,1,failure,yes
90,admin.,married,primary,-1,yes,no,cellular,25,apr,2723,6,1,failure,no
74,unemployed,divorced,secondary,13452,yes,no,telephone,5,aug,2855,33,0,success,no
22,management,single,secondary,21653,no,yes,telephone,12,nov,342,22,5,success,no
72,unemployed,married,tertiary,10569,no,no,telephone,20,oct,2949,20,3,failure,no
78,blue-collar,married,secondary,38900,no,yes,telephone,8,apr,1583,11,9,nonexistent,no
25,unemployed,single,tertiary,20482,yes,yes,telephone,6,mar,3066,35,1,success,no
33,management,single,unknown,37771,no,yes,cellular,18,nov,2161,35,4,success,yes
65,services,single,tertiary,32459,no,yes,cellular,8,oct,164,1,1,nonexistent,no
78,retired,single,tertiary,33472,no,no,telephone,28,sep,90,42,7,success,yes
32,services,married,tertiary,19924,yes,no,telephone,21,mar,3260,26,3,nonexistent,yes
82,services,married,unknown,39170,no,no,telephone,23,may,408,14,4,success,yes
39,management,married,tertiary,24266,yes,no,telephone,20,nov,1351,49,7,failure,no
20,entrepreneur,divorced,secondary,-223,yes,no,cellular,25,jan,618,2,5,failure,no
71,technician,single,secondary,12843,no,yes,cellular,2,sep,2087,46,0,nonexistent,no
31,management,married,tertiary,33915,yes,no,telephone,28,jun,1193,5,5,failure,no
53,services,single,secondary,28018,yes,yes,telephone,10,may,443,39,0,nonexistent,no
84,unemployed,single,tertiary,6057,yes,no,cellular,25,apr,1040,15,5,failure,no
27,technician,married,unknown,16883,yes,no,telephone,20,aug,1840,21,6,nonexistent,no
66,admin.,single,secondary,47838,yes,yes,telephone,6,nov,1478,29,5,nonexistent,yes
82,housemaid,single,tertiary,19450,no,no,telephone,5,feb,793,21,3,failure,no
74,admin.,single,primary,23505,yes,no,telephone,16,oct,724,38,3,success,no
44,blue-collar,single,unknown,23890,yes,yes,cellular,3,may,942,36,1,success,no
92,services,single,primary,49985,yes,yes,telephone,23,aug,3390,14,1,nonexistent,no
22,unemployed,married,tertiary,40733,yes,no,cellular,4,jan,599,33,6,nonexistent,no
88,entrepreneur,married,secondary,33013,no,no,cellular,1,dec,2720,23,9,failure,no
74,retired,single,tertiary,31953,no,yes,telephone,14,mar,1411,8,7,failure,no
32,retired,single,secondary,464,yes,no,telephone,14,jul,196,20,5,failure,no
93,technician,single,tertiary,6575,yes,yes,telephone,24,nov,3432,38,5,nonexistent,no
47,entrepreneur,divorced,tertiary,45303,no,yes,telephone,19,nov,1061,47,6,failure,no
37,housemaid,single,secondary,44825,yes,no,cellular,6,oct,499,38,2,failure,no
54,admin.,divorced,secondary,27566,yes,yes,telephone,12,dec,3022,47,9,failure,no
20,housemaid,divorced,tertiary,26499,no,no,telephone,18,may,3079,1,1,nonexistent,no
90,student,divorced,primary,-479,no,no,cellular,9,oct,1377,42,3,nonexistent,yes
58,admin.,married,unknown,15363,yes,yes,telephone,20,sep,700,4,1,failure,no
56,admin.,divorced,primary,13402,no,no,telephone,23,dec,1755,14,6,nonexistent,no
43,admin.,single,primary,18561,yes,no,cellular,25,jan,3587,22,8,success,no
19,unemployed,single,primary,1610,yes,no,telephone,13,nov,3277,12,6,nonexistent,no
40,management,married,primary,3700,yes,yes,cellular,27,jul,2312,25,4,failure,no
40,unemployed,married,secondary,9462,yes,yes,telephone,19,oct,224,48,2,failure,no
33,retired,single,primary,5573,no,no,cellular,13,dec,3794,7,0,nonexistent,no
26,unemployed,married,unknown,49105,no,no,cellular,19,jun,2172,7,0,failure,no
30,housemaid,married,secondary,40444,no,yes,telephone,19,oct,2708,39,2,success,no
45,unemployed,divorced,primary,15267,yes,yes,cellular,30,apr,812,6,3,failure,no
44,management,divorced,secondary,25103,no,no,telephone,21,nov,1172,19,4,nonexistent,no
68,technician,married,primary,14507,yes,no,telephone,10,dec,3792,47,8,nonexistent,no
81,entrepreneur,single,primary,29247,no,no,telephone,6,nov,1562,23,1,nonexistent,no
69,technician,divorced,unknown,31293,yes,yes,telephone,3,oct,1088,10,3,nonexistent,no
55,student,single,secondary,49238,yes,yes,telephone,26,oct,603,44,2,failure,no
82,retired,married,secondary,46326,no,yes,telephone,16,jun,2595,8,7,nonexistent,no
35,student,single,tertiary,8347,yes,no,telephone,9,oct,568,36,0,nonexistent,no
80,student,single,primary,20795,yes,yes,telephone,17,nov,519,7,0,success,no
68,entrepreneur,single,primary,4099,no,no,cellular,23,sep,3578,3,8,failure,yes
26,entrepreneur,single,unknown,7568,no,yes,telephone,27,sep,3619,8,0,success,no
30,management,married,unknown,2406,yes,yes,cellular,9,dec,322,13,3,failure,no
57,management,married,secondary,26037,yes,no,cellular,5,feb,3290,31,7,nonexistent,no
72,technician,divorced,unknown,34903,yes,yes,cellular,19,sep,3201,13,3,failure,yes
60,management,divorced,secondary,2876,yes,no,cellular,29,feb,2515,26,4,nonexistent,yes
61,management,divorced,primary,23156,no,yes,telephone,15,jun,3303,48,1,nonexistent,no
85,blue-collar,divorced,primary,28871,no,yes,telephone,10,jul,3672,48,8,success,no
50,services,single,secondary,16377,yes,yes,cellular,4,sep,2560,2,9,failure,no
41,technician,divorced,unknown,28906,yes,no,cellular,24,nov,1977,3,8,failure,no
53,entrepreneur,divorced,unknown,35293,yes,yes,cellular,12,jun,3875,15,2,nonexistent,no
27,technician,single,secondary,45095,yes,yes,telephone,14,aug,3122,49,7,success,no
37,entrepreneur,married,primary,42895,no,no,telephone,15,oct,1701,2,8,success,no
92,unemployed,divorced,secondary,41760,no,yes,telephone,19,dec,2046,17,2,nonexistent,no
29,services,married,unknown,44306,no,yes,telephone,5,mar,1436,38,0,success,yes
79,blue-collar,divorced,secondary,7643,no,no,telephone,12,oct,2058,11,1,success,yes
35,blue-collar,married,primary,14587,yes,yes,cellular,3,jun,1801,5,7,success,no
80,housemaid,divorced,tertiary,9018,yes,yes,telephone,15,feb,43,6,0,nonexistent,no
42,retired,married,secondary,2213,yes,no,cellular,30,jan,879,3,6,success,no
29,entrepreneur,married,tertiary,8044,no,yes,cellular,15,dec,3425,23,1,nonexistent,no
38,retired,divorced,secondary,20307,no,yes,cellular,12,jun,2482,32,2,nonexistent,no
42,unemployed,married,unknown,42425,no,no,cellular,15,dec,3937,4,3,nonexistent,no
28,blue-collar,divorced,unknown,37133,no,yes,telephone,6,mar,1098,47,2,failure,no
81,unemployed,divorced,tertiary,19376,yes,yes,telephone,28,nov,1800,29,3,nonexistent,no
90,student,single,secondary,20590,yes,yes,telephone,17,dec,1619,17,4,failure,no
67,services,divorced,unknown,41403,no,no,telephone,23,may,525,31,5,failure,no
79,housemaid,divorced,tertiary,24628,no,no,telephone,15,jun,3479,35,4,failure,yes
66,unemployed,divorced,tertiary,21885,yes,no,cellular,15,oct,968,48,8,nonexistent,yes
31,housemaid,divorced,secondary,38227,yes,no,telephone,11,jun,1054,21,9,success,no
18,services,single,unknown,192,yes,yes,telephone,30,dec,841,23,8,failure,no
42,technician,single,tertiary,19433,yes,yes,telephone,22,oct,2211,48,5,failure,no
76,unemployed,single,primary,17093,yes,no,cellular,12,jul,2927,31,5,success,no
89,management,single,primary,28617,no,no,cellular,22,jul,2301,1,8,failure,no
86,admin.,married,unknown,49980,yes,no,telephone,19,nov,1102,11,6,failure,no
22,blue-collar,divorced,unknown,39918,yes,yes,cellular,1,jun,2008,1,5,failure,no
36,blue-collar,single,primary,29682,no,yes,cellular,16,dec,929,7,8,nonexistent,no
40,blue-collar,divorced,tertiary,34842,yes,yes,cellular,11,jan,1555,41,6,failure,no
26,technician,single,secondary,8250,yes,yes,cellular,1,aug,1644,13,7,success,yes
67,admin.,divorced,tertiary,30836,no,no,telephone,23,oct,3546,20,9,success,yes
33,services,married,unknown,44783,no,yes,telephone,4,apr,41,6,4,failure,no
50,technician,single,unknown,-363,no,yes,cellular,30,jan,2642,30,7,nonexistent,no
19,blue-collar,married,secondary,36431,no,no,cellular,6,oct,2472,49,9,failure,yes
31,blue-collar,married,tertiary,39161,no,no,cellular,4,feb,2290,6,0,success,no
18,retired,divorced,secondary,39225,no,yes,cellular,24,mar,408,34,6,success,no
75,housemaid,single,tertiary,4251,yes,yes,cellular,28,jun,3259,35,1,success,no
33,housemaid,married,tertiary,33893,yes,yes,cellular,25,feb,2572,20,2,nonexistent,no
64,retired,divorced,primary,31006,yes,no,telephone,2,feb,113,38,7,failure,no
61,student,divorced,tertiary,19430,yes,no,cellular,17,jun,2092,30,2,failure,yes
31,retired,divorced,unknown,29062,no,no,telephone,1,dec,636,33,9,nonexistent,no
41,housemaid,married,unknown,38785,no,no,telephone,30,apr,2367,24,6,failure,no
72,blue-collar,divorced,unknown,31058,no,no,telephone,13,may,2774,31,5,failure,no
32,management,divorced,primary,4464,yes,yes,cellular,12,nov,2911,16,2,success,no
89,housemaid,divorced,secondary,-192,no,yes,cellular,28,aug,3193,40,2,failure,no
51,admin.,married,unknown,8281,yes,yes,telephone,23,mar,2768,16,8,failure,no
19,management,divorced,unknown,48106,no,yes,telephone,29,may,2819,27,4,success,no
44,technician,married,secondary,27893,yes,yes,cellular,30,jan,2909,36,6,failure,no
91,housemaid,divorced,primary,27304,no,yes,cellular,2,oct,3182,22,1,failure,no
89,services,married,tertiary,32698,no,yes,cellular,19,apr,1443,15,9,failure,no
40,unemployed,married,secondary,37757,yes,no,cellular,12,may,604,46,6,nonexistent,no
85,unemployed,single,tertiary,43040,no,yes,cellular,4,apr,3303,1,7,nonexistent,no
31,admin.,single,tertiary,6998,no,no,telephone,25,dec,3435,28,3,nonexistent,no
80,entrepreneur,single,tertiary,12517,yes,yes,cellular,26,sep,1836,33,0,success,no
82,unemployed,married,secondary,38547,yes,yes,telephone,18,aug,677,36,9,success,no
85,admin.,divorced,secondary,40866,no,no,telephone,30,nov,2668,15,3,failure,no
80,entrepreneur,divorced,tertiary,45848,no,no,telephone,26,dec,3846,31,4,nonexistent,no
81,technician,married,primary,20969,no,yes,telephone,2,feb,3819,6,4,success,no
49,entrepreneur,divorced,primary,33444,no,yes,cellular,29,sep,2297,4,1,failure,yes
30,services,married,primary,13783,no,yes,telephone,1,feb,3706,20,7,failure,no
83,housemaid,divorced,unknown,29107,no,yes,telephone,24,jun,388,4,1,success,no
36,unemployed,married,tertiary,43631,yes,yes,cellular,30,feb,3225,10,0,failure,yes
41,blue-collar,single,unknown,1759,no,no,cellular,13,jun,252,7,4,nonexistent,no
28,retired,single,primary,12789,yes,no,telephone,24,jun,2537,27,6,failure,yes
76,housemaid,divorced,secondary,26645,yes,no,cellular,5,nov,3930,6,7,success,no
32,technician,divorced,primary,7810,no,yes,cellular,19,jul,3425,31,3,nonexistent,no
27,technician,divorced,unknown,11214,yes,yes,cellular,1,oct,78,36,0,nonexistent,no
58,admin.,divorced,unknown,3121,no,no,cellular,2,may,725,27,4,nonexistent,yes
44,student,single,primary,27482,yes,no,cellular,14,dec,2975,13,2,success,no
77,entrepreneur,single,tertiary,30472,no,yes,telephone,9,mar,1045,11,0,success,no
90,entrepreneur,married,secondary,44321,yes,yes,cellular,8,dec,1126,9,6,failure,no
69,admin.,divorced,secondary,7000,no,yes,cellular,26,feb,3651,8,8,failure,no
45,retired,single,primary,46187,yes,yes,cellular,11,apr,2544,10,8,failure,no
82,blue-collar,married,tertiary,29087,yes,yes,cellular,4,dec,2864,2,3,failure,no
34,technician,married,tertiary,-1059,yes,no,telephone,29,jan,1453,24,7,success,yes
61,housemaid,married,primary,32106,yes,no,cellular,3,nov,783,35,0,failure,no
27,retired,single,secondary,-679,yes,yes,telephone,5,dec,697,34,3,success,no
80,blue-collar,married,secondary,16038,yes,yes,cellular,24,feb,3089,11,3,failure,no
64,student,divorced,secondary,43972,no,yes,telephone,14,aug,79,1,1,nonexistent,no
55,housemaid,married,tertiary,1068,no,yes,cellular,10,may,1600,5,7,failure,no
87,admin.,married,primary,19122,yes,yes,cellular,6,may,1383,27,7,failure,no
93,housemaid,single,tertiary,37361,yes,yes,telephone,10,mar,2118,7,6,success,yes
70,services,married,secondary,39354,yes,yes,cellular,11,nov,3335,37,3,failure,no
61,student,single,tertiary,-1209,no,yes,telephone,20,jan,2396,38,4,success,no
91,admin.,single,secondary,45191,yes,no,cellular,8,jun,2919,1,4,success,yes
71,admin.,divorced,primary,8136,yes,yes,telephone,4,dec,2018,32,0,failure,no
37,admin.,married,secondary,13747,yes,no,telephone,21,jan,3987,17,5,success,no
48,unemployed,divorced,unknown,-1257,no,no,cellular,18,apr,2361,18,6,failure,no
24,retired,divorced,unknown,4524,yes,yes,telephone,26,apr,3403,4,3,success,no
75,blue-collar,married,primary,11866,no,yes,cellular,20,nov,1911,49,2,success,yes
27,entrepreneur,married,tertiary,37342,yes,no,telephone,26,mar,2676,13,7,nonexistent,no
27,technician,single,tertiary,14315,yes,yes,cellular,14,apr,3233,5,1,nonexistent,yes
56,technician,married,tertiary,27911,no,yes,telephone,26,jun,1409,22,0,success,no
45,services,single,secondary,43332,yes,yes,telephone,3,jun,2341,26,6,success,no
47,services,divorced,unknown,30961,yes,no,cellular,12,nov,3115,4,2,success,no
54,services,divorced,primary,38662,yes,yes,telephone,15,jun,3394,23,2,success,no
84,management,single,tertiary,2274,no,no,cellular,28,jun,3660,5,5,failure,yes
60,services,married,tertiary,27838,no,yes,cellular,24,apr,291,9,2,failure,no
69,technician,married,primary,12332,yes,yes,cellular,8,nov,2760,13,8,failure,no
73,student,single,secondary,22793,yes,no,cellular,14,jul,671,9,1,nonexistent,no
93,blue-collar,divorced,tertiary,34350,no,no,cellular,23,jul,489,4,0,failure,no
85,services,single,secondary,13418,no,no,cellular,6,feb,2676,26,6,success,no
26,student,married,secondary,46473,yes,yes,cellular,25,dec,2989,14,6,nonexistent,no
40,management,married,secondary,43612,yes,yes,cellular,14,jun,1239,2,8,success,no
80,management,single,tertiary,38897,yes,no,cellular,4,may,558,31,4,failure,no
78,entrepreneur,married,tertiary,9682,no,no,cellular,20,oct,652,26,2,nonexistent,no
57,unemployed,divorced,primary,19727,no,yes,cellular,6,jan,997,2,9,success,no
61,unemployed,single,primary,41775,no,yes,telephone,16,mar,1891,41,1,success,no
41,housemaid,divorced,secondary,1903,no,yes,cellular,17,sep,2801,46,7,success,no
68,unemployed,divorced,tertiary,10115,yes,yes,cellular,2,nov,3145,44,4,failure,yes
75,housemaid,single,secondary,48937,no,yes,cellular,18,sep,373,37,1,failure,no
50,retired,single,primary,43132,no,no,telephone,13,oct,3299,2,5,success,no
33,unemployed,married,secondary,5962,no,yes,cellular,26,sep,3697,40,7,failure,no
39,management,married,unknown,10025,yes,yes,cellular,20,nov,2464,28,2,success,yes
74,entrepreneur,single,secondary,27903,yes,yes,cellular,16,oct,3024,23,0,success,no
79,student,single,tertiary,14907,yes,no,telephone,21,may,1091,7,4,failure,no
88,services,married,secondary,1296,yes,no,cellular,13,jun,3989,39,7,success,no
89,unemployed,married,secondary,18863,no,yes,telephone,14,sep,3935,40,4,success,no
87,housemaid,married,tertiary,38479,no,yes,cellular,30,apr,1597,22,2,success,no
47,student,single,unknown,3685,yes,no,cellular,18,nov,1300,36,6,success,no
40,admin.,single,tertiary,4647,yes,yes,telephone,8,apr,2322,1,9,success,no
49,technician,married,primary,28145,yes,no,telephone,5,dec,2958,34,6,success,no
74,unemployed,divorced,unknown,38562,no,no,telephone,24,sep,1359,4,4,nonexistent,no
26,technician,divorced,unknown,36358,no,no,cellular,9,dec,1616,41,1,nonexistent,no
48,unemployed,married,tertiary,18767,no,yes,telephone,15,jul,2679,35,9,success,no
88,admin.,single,secondary,31166,no,no,telephone,29,jun,1179,31,7,success,yes
26,services,single,primary,49303,yes,yes,cellular,27,oct,2008,33,6,success,no
30,retired,divorced,primary,3430,yes,no,cellular,9,jun,2122,5,6,failure,no
75,blue-collar,married,unknown,1880,no,no,cellular,20,may,2425,43,7,failure,yes
20,student,divorced,primary,-1874,no,no,telephone,10,dec,600,43,7,nonexistent,no
52,student,divorced,unknown,49239,yes,no,cellular,18,nov,1855,11,3,nonexistent,no
38,services,married,unknown,16154,yes,no,cellular,14,apr,1426,32,0,nonexistent,no
81,entrepreneur,divorced,primary,37793,yes,yes,telephone,27,mar,1872,47,9,failure,no
69,management,single,unknown,46048,no,no,cellular,18,jul,3061,1,3,nonexistent,yes
51,unemployed,divorced,secondary,43013,yes,no,cellular,16,may,3525,43,1,success,no
52,blue-collar,married,unknown,3925,no,yes,telephone,28,feb,3218,6,5,nonexistent,no
32,entrepreneur,single,secondary,45415,yes,yes,telephone,5,mar,693,28,7,nonexistent,no
23,blue-collar,single,secondary,81,no,no,telephone,10,may,3220,17,9,success,yes
49,management,divorced,secondary,32825,yes,yes,telephone,20,sep,140,11,9,success,no
69,technician,single,primary,3287,yes,no,telephone,6,dec,726,41,2,nonexistent,yes
45,unemployed,married,secondary,36671,yes,no,cellular,9,jun,2830,27,5,failure,no
81,management,divorced,primary,3335,yes,no,telephone,23,nov,3753,12,8,nonexistent,no
36,student,single,tertiary,989,yes,yes,telephone,16,feb,2719,13,3,failure,no
32,student,married,secondary,38343,yes,no,cellular,28,aug,2879,31,5,failure,no
23,unemployed,divorced,unknown,44831,no,yes,telephone,30,dec,1982,35,1,success,no
90,retired,married,tertiary,26173,yes,no,telephone,11,jun,2491,25,5,failure,no
55,services,single,tertiary,3721,no,no,cellular,20,jun,2164,30,0,nonexistent,no
43,services,divorced,secondary,46145,yes,yes,cellular,23,aug,2083,36,6,failure,no
